Time,Current,Voltage
0,-0.16,0.85
296,-0.16,0.77
578,-0.16,0.77
900,-0.16,0.77
1181,-0.16,0.77
1463,-0.16,0.77
1785,-0.16,0.77
2066,-0.16,0.77
2388,-0.16,0.77
2670,-0.16,0.77
2992,-0.16,0.77
3274,-0.16,0.77
3596,-0.16,0.77
3877,-0.16,0.77
4199,-0.16,0.77
4481,-0.16,0.77
4763,-0.16,0.77
5128,-0.16,0.77
5369,-0.16,0.77
5691,-0.16,0.77
5974,-0.16,0.77
6295,-0.16,0.77
6577,-0.16,0.77
6899,-0.16,0.77
7181,-0.16,0.77
7462,-0.16,0.77
7785,-0.16,0.77
8067,-0.16,0.77
8389,-0.16,0.77
8671,-0.16,0.77
8993,-0.16,0.77
9275,-0.16,0.77
9597,-0.16,0.77
9878,-0.16,0.77
10194,-0.16,0.77
10476,-0.16,0.77
10798,-0.16,0.77
11080,-0.16,0.77
11362,-0.16,0.77
11683,-0.16,0.77
11965,-0.16,0.77
12287,-0.16,0.77
12569,-0.16,0.77
12891,-0.16,0.77
13173,-0.16,0.77
13495,-0.16,0.77
13777,-0.16,0.77
14099,-0.16,0.77
14380,-0.16,0.77
14663,-0.16,0.77
14983,-0.16,0.77
15281,-0.16,0.77
15563,-0.16,0.77
15885,-0.16,0.77
16168,-0.16,0.77
16489,-0.16,0.77
16771,-0.16,0.77
17094,-0.16,0.77
17375,-0.16,0.77
17698,-0.16,0.77
17978,-0.16,0.77
18300,-0.16,0.77
18582,-0.16,0.77
18864,-0.16,0.77
19186,-0.16,0.77
19468,-0.16,0.77
19790,-0.16,0.77
20184,-0.16,0.77
20385,-0.16,0.77
20667,-0.16,0.77
20988,-0.16,0.77
21270,2.25,4.31
21592,3.42,8.24
21874,3.16,9.73
22196,2.73,10.51
22478,2.56,10.99
22800,2.34,10.99
23081,2.08,10.99
23363,2.04,10.99
23685,2.04,10.99
23967,2.13,10.99
24289,2.04,10.99
24571,2.17,10.99
24893,2.17,10.99
25191,2.25,10.99
25473,2.30,10.99
25795,2.30,10.99
26077,2.25,10.99
26399,2.34,10.99
26681,2.30,10.99
26962,2.25,10.99
27284,2.21,10.99
27566,2.21,10.99
27888,2.17,10.99
28170,2.17,10.99
28492,2.38,10.99
28774,2.34,10.99
29096,2.25,10.99
29378,2.13,10.99
29699,2.13,10.99
29981,2.08,10.99
30295,2.13,10.99
30577,2.13,10.99
30899,2.13,10.99
31181,2.13,10.99
31463,2.08,10.99
31785,2.13,10.99
32067,2.08,10.99
32389,2.08,10.99
32671,2.04,10.99
32992,2.13,10.99
33274,2.17,10.99
33597,2.08,10.99
33878,2.08,10.99
34200,2.04,10.99
34482,2.04,10.99
34764,2.17,10.99
35157,2.13,10.99
35399,2.08,10.99
35681,2.08,10.99
35963,2.17,10.99
36284,2.04,10.99
36567,2.08,10.99
36889,2.04,10.99
37170,2.00,10.99
37492,2.04,10.99
37774,2.13,10.99
38096,2.17,10.99
38378,2.13,10.99
38700,2.13,10.99
38982,2.17,10.99
39263,2.13,10.99
39585,2.21,10.99
39868,2.17,10.99
40166,2.17,10.99
40488,2.13,10.99
40770,2.04,10.99
41092,2.13,10.99
41374,2.08,10.99
41695,2.08,10.99
41977,2.08,10.99
42299,2.08,10.99
42580,2.13,10.99
42862,2.08,10.99
43183,2.04,10.99
43465,2.08,10.99
43787,2.04,10.99
44069,2.08,10.99
44391,2.08,10.99
44672,2.08,10.99
44994,2.17,10.99
45268,2.04,10.99
45591,2.08,10.99
45872,2.00,10.99
46194,2.04,10.99
46476,2.08,10.99
46798,2.13,10.99
47080,2.13,10.99
47362,2.13,10.99
47684,2.08,10.99
47964,2.04,10.99
48286,2.04,10.99
48568,2.04,10.99
48891,2.00,10.99
49172,2.04,10.99
49494,2.04,10.99
49776,2.00,10.99
50152,2.00,10.99
50394,2.08,10.99
50676,2.08,10.99
50998,2.08,10.99
51280,2.13,10.99
51562,2.08,10.99
51884,2.08,10.99
52166,2.13,10.99
52487,2.13,10.99
52769,2.04,10.99
53091,2.00,10.99
53373,2.04,10.99
53695,2.21,10.99
53977,2.21,10.99
54299,2.25,10.99
54581,2.21,10.99
54862,2.08,10.99
55176,2.00,10.99
55499,1.95,10.99
55780,2.25,10.99
56063,2.25,10.99
56384,2.17,10.99
56666,2.04,10.99
56988,2.08,10.99
57270,2.08,10.99
57592,2.08,10.99
57874,2.08,10.99
58196,2.04,10.99
58478,2.04,10.99
58800,2.13,10.99
59081,2.30,10.99
59363,2.56,10.99
59685,2.82,10.99
59966,3.07,10.99
60280,3.20,10.99
60562,3.29,10.99
60884,3.38,10.99
61166,3.46,10.99
61487,3.42,10.99
61770,3.38,10.99
62092,3.33,10.99
62373,3.38,10.99
62695,3.38,10.99
62977,3.29,10.99
63299,3.25,10.99
63581,3.20,10.99
63863,3.20,10.99
64185,3.29,10.99
64467,3.25,10.99
64788,3.29,10.99
65165,3.33,10.99
65366,3.38,10.99
65687,3.29,10.99
65969,3.33,10.99
66291,3.33,10.99
66573,3.42,10.99
66895,3.42,10.99
67177,3.20,10.99
67498,2.90,10.99
67778,2.69,10.99
68060,2.38,10.99
68383,2.17,10.99
68664,2.13,10.99
68986,2.08,10.99
69268,2.08,10.99
69590,2.08,10.99
69872,2.00,10.99
70186,2.04,10.99
70468,2.08,10.99
70790,2.43,10.99
71072,2.90,10.99
71394,3.33,10.99
71676,3.59,10.99
71998,3.81,10.99
72280,4.07,10.99
72561,4.11,10.99
72883,4.24,10.99
73165,4.28,10.99
73487,4.24,10.99
73769,4.24,10.99
74090,4.33,10.99
74372,4.28,10.99
74694,4.24,10.99
74976,4.24,10.99
75272,4.24,10.99
75595,4.20,10.99
75876,4.15,10.99
76199,4.11,10.99
76480,4.15,10.99
76763,4.15,10.99
77085,4.11,10.99
77366,4.07,10.99
77689,4.11,10.99
77970,4.11,10.99
78292,4.02,10.99
78574,3.98,10.99
78896,3.38,10.99
79178,2.86,10.99
79500,2.47,10.99
79782,2.30,10.99
80149,2.21,10.99
80390,2.13,10.99
80671,2.08,10.99
80993,2.17,10.99
81275,2.13,10.99
81597,2.13,10.99
81879,2.08,10.99
82161,2.17,10.99
82483,2.13,10.99
82765,2.17,10.99
83086,2.13,10.99
83369,2.13,10.99
83691,2.21,10.99
83972,2.21,10.99
84294,2.13,10.99
84576,2.13,10.99
84898,2.13,10.99
