Time,Current,Voltage
0,-0.16,11.85
264,-0.20,11.85
586,-0.25,11.85
868,-0.25,11.85
1190,-0.25,11.85
1472,-0.25,11.85
1794,-0.25,11.85
2076,-0.29,11.85
2398,-0.03,11.85
2679,-0.16,11.85
2961,-0.25,11.85
3283,-0.25,11.93
3565,-0.20,11.85
3887,-0.20,11.85
4169,-0.29,11.85
4491,-0.25,11.85
4773,-0.29,11.85
5141,-0.29,11.85
5383,-0.29,11.85
5665,-0.20,11.85
5987,-0.29,11.85
6269,-0.29,11.85
6591,-0.29,11.85
6872,-0.29,11.85
7194,-0.25,11.85
7476,-0.25,11.85
7798,-0.29,11.85
8081,-0.20,11.85
8362,-0.25,11.85
8684,-0.25,11.85
8966,-0.29,11.85
9288,-0.25,11.85
9570,-0.29,11.85
9892,-0.25,11.85
10170,-0.25,11.85
10492,-0.29,11.85
10775,-0.25,11.85
11097,-0.25,11.85
11379,-0.25,11.85
11660,-0.25,11.85
11982,-0.29,11.85
12264,-0.25,11.85
12586,-0.20,11.85
12867,-0.20,11.85
13187,-0.25,11.85
13470,-0.29,11.85
13792,-0.25,11.85
14073,-0.25,11.85
14395,-0.25,11.85
14677,-0.29,11.85
14999,-0.20,11.85
15261,-0.25,11.85
15582,-0.25,11.85
15863,-0.25,11.85
16185,-0.20,11.85
16467,-0.25,11.85
16789,-0.25,11.85
17071,-0.16,11.85
17393,-0.25,11.85
17675,-0.25,11.85
17997,-0.25,11.85
18278,-0.25,11.85
18560,-0.25,11.85
18882,-0.25,11.85
19165,-0.29,11.85
19487,-0.29,11.85
19768,-0.29,11.85
20166,-0.29,11.85
20368,-0.29,11.85
20689,-0.25,11.85
20970,-0.29,11.85
21292,-0.25,11.85
21574,-0.25,11.85
21896,-0.20,11.85
22178,-0.25,11.85
22500,-0.25,11.85
22782,-0.29,11.85
23063,-0.25,11.85
23384,-0.29,11.85
23666,-0.20,11.85
23988,-0.29,11.85
24270,-0.25,11.85
24592,-0.29,11.85
24874,-0.25,11.85
25192,-0.25,11.93
25475,-0.25,11.85
25797,-0.25,11.85
26078,-0.25,11.85
26400,-0.25,11.85
26682,-0.25,11.85
26964,-0.25,11.85
27286,-0.20,11.85
27568,-0.25,11.85
27890,-0.25,11.85
28171,-0.29,11.85
28494,-0.29,11.93
28775,-0.25,11.85
29097,-0.20,11.85
29379,-0.25,11.85
29661,-0.29,11.85
29982,-0.29,11.85
30283,-0.12,11.85
30564,-0.25,11.85
30886,-0.25,11.85
31168,-0.25,11.85
31490,-0.25,11.85
31772,-0.20,11.85
32093,-0.25,11.85
32375,-0.29,11.85
32697,-0.25,11.85
32979,-0.29,11.85
33260,-0.29,11.85
33582,-0.16,11.85
33864,-0.12,11.85
34186,-0.25,11.85
34468,-0.20,11.85
34790,-0.29,11.85
35188,-0.29,11.85
35390,-0.29,11.85
35671,-0.03,11.85
35994,-0.03,11.85
36275,-0.29,11.85
36596,-0.25,11.85
36878,-0.25,11.85
37200,-0.25,11.85
37482,-0.25,11.85
37763,-0.29,11.85
38085,-0.20,11.85
38367,-0.25,11.85
38689,-0.25,11.85
38971,-0.29,11.85
39293,-0.25,11.85
39575,-0.29,11.85
