Time,Current,Voltage
0,-0.05,11.85
280,4.45,11.69
562,3.94,11.54
883,3.09,11.54
1165,2.46,11.62
1487,2.41,11.62
1769,1.78,11.54
2091,2.20,11.62
2373,1.61,11.62
2695,2.03,11.69
2977,2.03,11.54
3299,1.65,11.69
3581,1.73,11.62
3863,2.12,11.62
4185,1.90,11.62
4466,1.90,11.62
4789,2.63,11.54
5141,2.03,11.62
5383,2.20,11.62
5665,2.92,11.62
5987,1.99,11.62
6269,1.56,11.62
6591,1.95,11.54
6873,2.80,11.62
7194,2.50,11.62
7476,1.99,11.62
7799,2.03,11.54
8080,2.03,11.62
8362,1.73,11.62
8684,1.95,11.62
8966,2.16,11.62
9287,2.41,11.62
9569,1.78,11.62
9891,1.99,11.62
10166,2.80,11.62
10489,2.29,11.62
10770,2.97,11.62
11092,-0.13,11.85
11373,-0.13,11.85
11695,-0.13,11.85
11977,-0.18,11.85
12299,-0.13,11.85
12581,-0.13,11.85
12863,-0.13,11.85
13185,-0.13,11.85
13467,-0.13,11.85
13789,-0.13,11.85
14070,-0.13,11.85
14392,-0.13,11.85
14674,-0.13,11.85
14996,-0.13,11.85
15268,-0.13,11.85
15590,-0.13,11.85
15872,-0.13,11.85
16194,-0.18,11.85
16476,-0.13,11.85
16798,-0.13,11.85
17079,-0.13,11.85
17361,-0.18,11.85
17683,-0.13,11.85
17965,-0.13,11.85
18287,-0.13,11.85
18569,-0.09,11.85
18891,-0.18,11.85
19173,-0.13,11.85
19495,-0.18,11.85
19776,-0.18,11.85
20133,-0.13,11.85
20375,-0.13,11.85
20696,-0.13,11.85
20978,-0.13,11.85
21300,-0.18,11.85
21582,-0.18,11.85
21864,-0.18,11.85
22185,-0.13,11.85
22468,-0.13,11.85
22790,-0.09,11.85
23071,-0.13,11.85
23393,-0.13,11.85
23675,-0.13,11.85
23997,-0.18,11.85
24277,-0.18,11.85
24599,-0.13,11.85
24881,-0.18,11.85
25195,-0.13,11.85
25478,-0.18,11.85
25800,-0.18,11.85
26081,-0.13,11.85
26363,-0.18,11.85
26685,-0.18,11.85
26967,-0.18,11.85
27289,-0.13,11.85
27571,-0.13,11.85
27893,-0.13,11.85
28175,-0.18,11.85
28496,-0.13,11.85
28778,-0.13,11.85
29100,-0.13,11.85
29381,-0.13,11.85
29664,-0.09,11.85
29986,-0.18,11.85
30299,-0.18,11.85
30581,-0.13,11.85
30864,-0.13,11.85
31185,-0.18,11.85
31466,-0.13,11.85
31788,-0.18,11.85
32070,-0.13,11.85
32392,-0.18,11.85
32674,-0.13,11.85
32996,-0.18,11.85
33277,-0.13,11.85
33599,-0.18,11.85
33881,-0.18,11.85
34163,-0.18,11.85
34485,-0.18,11.85
34767,-0.13,11.85
35123,-0.18,11.93
35364,-0.13,11.85
35687,-0.18,11.85
35967,-0.13,11.85
36289,-0.13,11.85
36572,-0.18,11.85
36893,-0.13,11.85
37175,-0.13,11.85
37498,-0.09,11.85
37779,-0.05,11.85
38061,-0.18,11.85
38383,-0.13,11.85
38665,-0.13,11.85
38987,-0.18,11.85
39269,-0.13,11.85
39591,-0.13,11.85
39872,-0.13,11.85
40185,-0.18,11.85
40467,-0.18,11.85
40789,-0.09,11.85
41071,-0.13,11.85
41393,-0.13,11.85
41675,-0.18,11.85
41997,-0.18,11.85
42279,-0.13,11.85
42561,-0.13,11.85
42883,-0.13,11.85
43164,-0.18,11.85
43487,-0.13,11.85
43769,-0.18,11.85
44089,-0.09,11.85
44372,-0.18,11.85
44694,-0.18,11.85
44975,-0.13,11.85
45290,-0.13,11.85
45572,-0.13,11.85
45894,-0.13,11.85
46176,-0.13,11.85
46498,-0.13,11.85
46780,-0.13,11.85
47061,-0.13,11.85
47383,-0.18,11.85
47664,-0.13,11.85
47986,-0.13,11.85
48268,-0.13,11.85
48589,-0.09,11.85
48872,-0.18,11.85
49194,-0.13,11.85
49476,-0.13,11.85
49798,-0.13,11.85
50153,-0.18,11.85
50395,-0.13,11.85
50676,-0.13,11.85
50998,-0.13,11.85
51280,-0.13,11.85
51562,-0.18,11.85
51884,-0.13,11.85
52166,-0.13,11.85
52488,-0.13,11.85
52769,-0.09,11.85
53091,-0.13,11.85
53373,-0.13,11.85
