Time,Current,Voltage
0,-0.32,11.85
482,-0.37,11.85
965,-0.23,11.85
1488,-0.23,11.85
1970,-0.32,11.85
2494,-0.32,11.85
2976,-0.37,11.85
3499,0.33,11.85
3982,-0.23,11.85
4464,-0.32,11.85
4987,-0.37,11.85
5489,-0.37,11.85
5971,-0.37,11.85
6494,-0.37,11.85
6977,-0.37,11.85
7499,-0.37,11.85
7982,-0.37,11.85
8464,-0.37,11.85
8986,-0.37,11.85
9469,-0.37,11.85
9992,-0.37,11.85
10467,-0.37,11.85
10990,-0.41,11.85
11473,-0.41,11.85
11995,-0.41,11.85
12477,-0.41,11.85
13000,-0.41,11.85
13483,-0.41,11.85
13966,-0.41,11.85
14489,-0.41,11.85
14971,-0.41,11.85
15461,-0.41,11.85
15984,-0.41,11.85
16467,-0.41,11.85
16990,-0.41,11.85
17473,-0.41,11.85
17997,-0.41,11.85
18479,-0.41,11.85
18962,-0.41,11.85
19485,0.05,11.85
19968,0.19,11.85
20482,-0.37,11.85
20964,-0.37,11.85
21487,-0.37,11.85
21970,-0.37,11.85
22493,-0.37,11.85
22975,-0.37,11.85
23498,-0.37,11.85
23981,-0.37,11.85
24464,-0.37,11.85
24986,-0.37,11.85
25461,-0.37,11.85
25984,-0.37,11.85
26467,-0.37,11.85
26990,-0.37,11.85
27473,-0.37,11.85
27995,-0.37,11.85
28478,-0.37,11.85
29000,-0.37,11.85
29482,-0.37,11.85
29965,-0.37,11.85
30495,-0.37,11.85
30978,-0.37,11.85
31461,-0.37,11.85
31984,-0.37,11.85
32467,-0.37,11.85
32989,-0.37,11.85
33472,-0.41,11.85
33995,-0.41,11.85
34478,-0.41,11.85
35000,-0.41,11.85
35475,-0.41,11.85
35998,-0.41,11.85
36481,-0.41,11.85
36963,-0.41,11.85
37486,-0.46,11.85
37969,-0.46,11.85
38492,-0.46,11.85
38975,-0.46,11.85
39497,-0.46,11.85
39980,-0.41,11.85
40494,-0.41,11.85
40977,-0.41,11.85
41499,-0.41,11.85
41982,-0.41,11.85
42465,-0.37,11.85
42988,-0.37,11.85
43470,-0.37,11.85
43993,-0.41,11.85
44476,-0.41,11.85
44998,-0.41,11.85
45490,-0.46,11.85
45972,-0.46,11.85
46496,-0.46,11.85
46978,-0.46,11.85
47462,-0.46,11.85
47984,-0.46,11.85
48467,-0.46,11.85
48990,-0.46,11.85
49472,-0.46,11.85
49995,-0.41,11.85
50470,-0.46,11.85
50992,-0.46,11.85
51474,-0.46,11.85
51998,-0.41,11.85
52480,-0.46,11.85
52963,-0.46,11.85
53485,-0.46,11.85
53968,-0.41,11.85
54491,-0.46,11.85
54973,-0.46,11.85
55463,-0.46,11.85
55986,2.31,11.85
56469,1.71,11.69
56991,2.36,11.54
57473,1.94,11.22
57996,2.04,11.46
58478,2.13,11.54
58961,2.31,11.46
59485,1.94,11.38
59967,1.94,11.46
60482,1.99,11.54
60965,1.67,11.54
61488,1.99,11.69
61971,2.54,11.62
62493,2.45,11.54
62976,1.02,11.38
63498,1.71,11.54
63981,2.31,11.54
64464,1.94,11.62
64986,2.04,11.46
65500,2.41,11.46
65983,1.30,11.38
66464,1.99,11.30
66987,2.22,11.30
67469,2.22,11.69
67992,1.57,11.69
68475,2.54,11.38
68998,2.22,11.46
69481,2.04,11.54
69964,2.08,11.46
70495,1.94,11.54
70978,2.31,11.30
71461,1.71,11.62
71984,1.85,11.38
72466,1.67,11.62
72989,2.27,11.62
73471,1.90,11.38
73994,1.39,11.46
74477,2.04,11.54
75000,1.39,11.38
75474,1.57,11.54
75997,1.53,11.22
76479,2.22,11.30
76961,1.94,11.62
77484,1.16,11.38
77966,1.99,11.54
78489,1.39,11.54
78971,1.43,11.46
79495,2.08,11.46
79977,2.50,11.22
80490,1.90,11.69
80973,1.62,11.54
81496,1.53,11.46
81979,1.30,11.54
82461,1.71,11.69
82985,1.94,11.46
83467,1.16,11.62
83990,-0.41,11.77
84473,-0.41,11.77
84996,-0.41,11.77
85486,-0.46,11.77
85969,-0.46,11.77
86492,-0.46,11.77
86975,-0.46,11.77
87498,-0.46,11.77
87981,-0.46,11.77
88464,-0.46,11.77
88986,-0.46,11.77
89469,-0.46,11.77
89992,-0.46,11.77
90465,-0.46,11.77
90988,-0.46,11.77
91471,-0.46,11.77
91994,-0.46,11.77
92476,-0.46,11.77
93000,-0.46,11.77
93483,-0.46,11.77
93965,-0.46,11.77
94488,-0.46,11.77
94971,-0.46,11.77
95485,-0.46,11.77
95968,-0.46,11.77
96490,-0.46,11.77
96973,-0.46,11.77
97495,-0.46,11.77
97978,-0.46,11.77
98460,-0.46,11.77
98984,-0.46,11.77
99466,-0.41,11.77
99989,-0.46,11.77
100479,-0.46,11.77
100962,-0.46,11.77
101484,-0.46,11.77
101967,-0.41,11.77
102490,-0.46,11.77
102973,-0.46,11.77
103495,-0.41,11.77
103978,-0.46,11.77
104460,-0.46,11.77
104983,-0.46,11.77
105468,-0.46,11.77
105991,-0.46,11.77
106473,-0.46,11.77
106995,-0.46,11.77
107478,-0.46,11.77
107960,-0.46,11.77
108484,-0.46,11.77
108966,-0.46,11.77
109489,-0.46,11.77
109971,-0.46,11.77
110499,-0.41,11.77
110982,-0.41,11.77
111465,-0.46,11.77
111987,-0.46,11.77
112470,-0.46,11.77
112993,-0.46,11.77
113476,-0.46,11.77
113998,-0.46,11.77
114481,-0.41,11.77
114963,-0.46,11.77
115489,-0.46,11.77
115971,-0.46,11.77
116494,-0.46,11.77
116977,-0.46,11.77
117499,-0.46,11.77
117982,-0.46,11.77
118464,-0.46,11.77
118988,-0.46,11.77
119471,-0.46,11.77
119993,-0.46,11.77
120479,-0.46,11.77
120962,-0.46,11.77
121484,-0.46,11.77
121967,-0.46,11.77
122490,-0.41,11.77
122973,-0.46,11.77
123496,-0.46,11.77
123979,-0.46,11.77
124462,-0.46,11.77
124985,-0.46,11.77
125472,-0.46,11.77
125995,-0.46,11.77
126478,-0.46,11.77
126960,-0.46,11.77
127484,-0.46,11.77
127966,-0.46,11.77
128490,-0.46,11.77
128972,-0.46,11.77
129495,-0.41,11.77
129978,-0.46,11.77
130463,-0.46,11.77
130986,-0.46,11.77
131469,-0.46,11.77
131992,-0.46,11.77
132475,-0.46,11.77
132998,-0.46,11.77
133481,-0.46,11.77
133964,-0.46,11.77
134486,-0.46,11.77
134969,-0.46,11.77
135497,-0.46,11.77
135980,-0.46,11.77
136463,-0.41,11.77
136986,-0.41,11.77
137468,-0.46,11.77
137992,-0.46,11.77
138475,-0.46,11.77
138997,-0.46,11.77
139480,-0.46,11.77
139963,-0.46,11.77
140489,-0.46,11.77
140971,-0.46,11.77
141494,-0.46,11.77
141976,-0.46,11.77
142499,-0.46,11.77
142982,-0.46,11.77
143465,-0.46,11.77
143988,-0.46,11.77
144469,-0.46,11.77
144992,-0.46,11.77
145480,-0.46,11.77
145962,-0.46,11.77
146485,-0.46,11.77
146968,-0.46,11.77
147490,-0.46,11.77
147973,-0.46,11.77
148496,-0.46,11.77
148978,-0.46,11.77
149500,-0.46,11.77
149983,-0.46,11.77
150471,-0.46,11.77
150995,-0.46,11.77
151477,-0.46,11.77
152000,-0.46,11.77
152483,-0.46,11.77
152965,-0.46,11.77
153488,-0.46,11.77
153971,-0.46,11.77
154493,-0.46,11.77
154976,-0.46,11.77
155461,-0.46,11.77
155984,-0.46,11.77
156467,-0.46,11.77
156989,-0.46,11.77
157472,-0.46,11.77
157995,-0.46,11.77
158476,-0.46,11.77
158999,-0.46,11.77
159481,-0.46,11.77
159963,-0.46,11.85
160490,-0.46,11.85
160973,-0.46,11.85
161495,-0.46,11.85
161977,-0.46,11.85
162500,-0.46,11.85
162983,-0.46,11.85
163465,-0.46,11.85
163988,-0.46,11.85
164470,-0.46,11.85
164993,-0.46,11.85
165478,-0.46,11.85
165961,-0.46,11.85
166484,-0.41,11.85
166966,-0.46,11.85
