Time,Current,Voltage
0,-0.28,1.00
466,-0.37,0.85
987,-0.41,0.85
1470,-0.41,0.85
1993,-0.37,0.93
2476,-0.37,0.93
2997,-0.37,0.85
3480,-0.37,0.85
3963,-0.37,0.85
4486,-0.41,0.85
4968,-0.41,0.93
5461,-0.41,0.93
5984,-0.41,0.85
6466,-0.41,0.85
6989,-0.41,0.85
7472,-0.41,0.77
7995,-0.41,0.85
8477,-0.41,0.85
8960,-0.41,0.93
9483,-0.41,0.85
9965,-0.41,0.93
10472,-0.46,0.85
10996,-0.41,0.85
11479,-0.41,0.77
11961,-0.41,0.85
12484,-0.41,0.93
12966,-0.41,0.85
13489,-0.41,0.85
13972,-0.41,0.85
14495,-0.41,0.85
14977,-0.41,11.77
15460,-0.41,11.77
15984,-0.41,11.77
16466,-0.41,11.77
16988,-0.41,11.77
17471,-0.41,11.77
17994,-0.41,11.77
18477,-0.41,11.77
18960,-0.41,11.77
19483,-0.41,11.77
19965,-0.41,11.77
20471,-0.41,11.77
20994,-0.41,11.77
21477,-0.41,11.77
21999,-0.41,11.77
22481,-0.41,11.77
22964,-0.41,11.77
23487,-0.41,11.77
23969,-0.41,11.77
24492,-0.41,11.77
24975,-0.41,11.77
25481,-0.41,11.77
25964,-0.41,11.77
26487,-0.41,11.77
26969,-0.41,11.77
27492,-0.41,11.77
27974,-0.41,11.77
28498,-0.41,11.77
28980,-0.41,11.77
29464,-0.41,11.77
29985,-0.41,11.77
