Time,Current,Voltage
0,-25.30,12.40
499,-25.30,12.32
999,-25.30,12.32
1499,-25.30,12.32
1999,-25.30,12.32
2499,-25.30,12.32
2999,-25.30,12.32
3499,-25.30,12.32
3999,-25.30,12.32
4499,-25.30,12.32
4999,-25.30,12.32
5499,-25.30,12.32
5999,-25.30,12.32
6499,-25.30,12.32
6999,-25.30,12.32
7498,-25.30,12.32
7999,-25.30,12.32
8499,-25.30,12.32
8999,-25.30,12.32
9499,-25.30,12.32
10000,-25.30,12.32
10498,-25.30,12.32
10998,-25.30,12.24
11499,-25.30,12.24
11998,-25.30,12.24
12497,-25.30,12.24
12998,-25.30,12.24
13498,-25.30,12.24
13997,-25.30,12.24
14498,-25.30,12.24
14998,-25.30,12.24
15497,-25.30,12.24
15997,-25.30,12.24
16497,-25.30,12.24
16998,-25.30,12.24
17498,-25.30,12.24
17997,-25.30,12.24
18497,-25.30,12.24
18998,-25.30,12.24
19497,-25.30,12.24
19997,-25.30,12.24
20498,-25.30,12.24
20998,-25.30,12.24
21498,-25.30,12.24
21997,-25.30,12.24
22500,-25.30,12.24
22999,-25.30,12.24
23499,-25.30,12.24
23997,-25.30,12.24
24497,-25.30,12.24
24998,-25.30,12.24
25497,-25.30,12.24
25997,-25.30,12.24
26497,-25.30,12.24
27000,-25.30,12.24
27499,-25.30,12.24
27999,-25.30,12.24
28498,-25.30,12.24
28997,-25.30,12.24
29497,-25.30,12.24
29997,-25.30,12.24
30498,-25.30,12.24
30999,-25.30,12.24
31496,-25.30,12.24
31999,-25.30,12.24
32497,-25.30,12.24
32996,-25.30,12.24
33497,-25.30,12.24
33997,-25.30,12.24
34499,-25.30,12.24
34999,-25.30,12.24
