Time,Current,Voltage
0,0.20,13.03
473,0.26,13.03
996,0.33,13.03
1479,0.33,13.03
1961,0.26,13.03
2484,0.33,13.03
2967,0.26,13.03
3490,0.26,13.03
3972,0.33,13.03
4496,0.26,13.03
4978,0.26,13.03
5477,0.26,13.03
6000,0.33,13.03
6482,0.33,13.03
6965,0.26,13.03
7488,0.26,13.03
7970,0.33,13.03
8493,0.33,13.03
8975,0.26,13.03
9498,0.33,13.03
9981,0.33,13.03
10492,0.33,13.03
10975,0.33,13.03
11498,0.33,13.03
11980,0.26,13.03
12462,0.26,13.03
12985,0.26,13.03
13468,0.26,13.03
13990,0.33,13.03
14473,0.26,13.03
14996,0.26,13.03
15480,0.26,13.03
15963,0.33,13.03
16486,0.26,13.03
16968,0.26,13.03
17491,0.26,13.03
17974,0.33,13.03
18497,0.33,13.03
18980,0.33,13.03
19462,0.26,13.03
19985,0.33,13.03
20492,0.33,13.03
20974,0.33,13.03
21496,0.33,13.03
21979,0.26,13.03
22461,0.26,13.03
22984,0.26,13.03
23467,0.26,13.03
23990,0.26,13.03
24473,0.33,13.03
24995,0.26,13.03
25463,0.33,13.03
25986,0.26,13.03
26469,0.26,13.03
26992,0.33,13.03
27474,0.26,13.03
27997,0.26,13.03
28479,0.33,13.03
28962,0.26,13.03
29485,0.26,13.03
29966,0.33,13.03
30490,0.26,13.03
30973,0.26,13.03
31495,0.26,13.03
31978,0.26,13.03
32461,0.33,13.03
32984,0.33,13.03
33467,0.26,13.03
33990,0.26,13.03
34473,0.33,13.03
34996,0.26,13.03
