Time,Current,Voltage
0,-0.63,1.00
484,-0.36,0.85
966,-0.41,1.00
1488,-0.36,0.85
1971,-0.58,0.85
2494,-0.36,1.00
2976,-0.36,1.00
3499,-0.41,0.85
3982,-0.36,0.85
4465,-0.36,1.00
4987,-0.36,0.85
5498,-0.41,1.00
5981,-0.36,1.00
6463,-0.36,0.85
6985,-0.47,1.00
7468,-0.36,0.85
7990,-0.36,0.77
8472,-0.36,0.85
8996,-0.36,0.85
9478,-4.66,1.00
9961,-4.61,0.85
10485,-4.66,1.00
10968,-4.66,1.00
11490,-4.61,1.00
11973,-4.61,1.00
12496,-4.61,0.77
12978,-4.61,0.85
13461,-4.61,1.00
13984,-4.61,1.00
14467,-4.55,0.77
14990,-4.55,1.00
15491,-4.55,0.77
15974,-4.55,1.00
16497,-4.55,1.00
16980,-4.61,1.00
17463,-4.55,0.85
17986,-4.55,0.85
18468,-4.61,1.00
18991,-4.61,0.85
19474,-4.66,1.00
19997,-4.61,0.85
20480,-4.61,1.00
20962,-4.61,0.85
21485,-4.61,0.85
21968,-4.61,0.85
22490,-4.61,0.85
22973,-4.61,1.00
23496,-4.61,1.00
23978,-4.61,1.00
24500,-4.61,0.85
24982,-4.61,0.85
25465,-4.61,1.00
25988,-4.61,1.00
26471,-4.55,0.85
26993,-4.61,0.85
27476,-4.61,0.85
27999,-4.61,1.00
28482,-4.61,0.77
28965,-4.61,0.77
29488,-4.61,0.85
29970,-4.61,1.00
30470,-4.61,0.85
30994,-4.55,1.00
31476,-4.61,0.77
31999,-4.55,1.00
32481,-4.55,0.85
32964,-4.55,0.85
33486,-4.55,0.77
33969,-4.44,1.00
34492,-4.44,0.85
34975,-4.55,0.85
35499,-4.61,1.00
35982,-4.66,1.00
36465,-4.61,0.85
36987,-4.61,0.85
37470,-4.61,0.77
37992,-4.55,0.85
38475,-4.61,1.00
38999,-4.61,0.85
39481,-4.55,0.85
39964,-4.61,0.85
40487,-4.55,1.00
40969,-4.55,1.00
41492,-4.55,0.85
41975,-4.55,0.77
42498,-4.55,1.00
42981,-4.50,0.85
43463,-4.55,0.77
43985,-4.55,0.85
44468,-4.55,1.00
44991,-4.61,0.85
45491,-4.61,1.00
45974,-4.61,1.00
46496,-4.61,0.77
46979,-4.61,0.85
47461,-4.61,0.77
47984,-4.61,0.85
48467,-4.61,0.85
48989,-4.61,0.85
49472,-4.61,1.00
49995,-4.66,0.85
50479,-0.52,1.00
50962,-0.52,0.85
51485,-0.47,0.77
51967,-0.52,0.77
52489,-0.47,1.00
52970,-0.41,1.00
53493,-0.47,0.85
53975,-0.47,1.00
54499,-0.52,0.85
54982,-0.41,0.85
55465,-0.47,0.85
55989,-0.47,0.85
56471,-0.47,0.77
56994,-0.47,0.77
57477,-0.52,0.85
57999,-0.52,1.00
58481,-0.47,0.77
58964,-0.52,0.85
59485,-0.47,0.85
59968,-0.52,1.00
60468,-0.52,0.77
60990,-0.47,0.85
61472,-0.47,0.77
61995,-0.47,1.00
62477,-0.41,1.00
62999,-0.52,0.77
63482,-0.47,0.85
63964,-0.52,0.85
64487,-0.52,0.77
64969,-0.52,0.85
65493,-0.52,1.00
65976,-0.52,0.85
66499,-0.52,1.00
66982,-0.58,1.00
67464,-0.47,1.00
67987,-0.52,1.00
68470,-0.47,1.00
68992,-0.52,0.85
69475,-0.52,0.77
69997,-0.41,0.77
70480,-0.63,1.00
70962,-0.47,0.85
71485,-0.47,1.00
71968,-0.52,1.00
72490,-0.47,0.85
72973,-0.41,1.00
73496,-0.52,0.85
73979,-0.52,0.85
74462,-0.52,0.77
74985,-0.52,0.77
75486,-0.47,0.85
75969,-0.63,0.85
76492,-0.52,0.77
76974,-0.47,1.00
77497,-0.52,0.77
77980,-0.52,0.85
78462,-0.47,0.85
78984,-0.52,0.85
79466,-0.58,0.85
79989,-0.52,0.85
80484,-0.52,0.85
80967,-0.52,0.85
81489,-0.52,0.85
81971,-0.41,1.00
82493,-0.41,0.77
82976,-0.47,0.85
83498,-0.52,0.77
83980,-0.52,0.85
84463,-0.52,0.85
84986,-0.52,0.77
85483,-0.52,0.77
85966,-0.52,1.00
86489,-0.36,0.85
86971,-0.47,0.85
87494,-0.52,0.85
87976,-0.47,0.77
88498,-0.41,1.00
88981,-0.47,1.00
89464,-0.52,1.00
89986,-0.52,0.85
90481,-0.47,0.85
90963,-0.52,0.85
91486,-0.47,1.00
91969,-0.52,0.85
92491,-0.52,0.85
92973,-0.52,1.00
93496,-0.47,0.85
93979,-0.47,0.85
94461,-0.52,0.85
94984,-0.52,0.77
95480,-0.47,1.00
95963,-0.52,0.77
96486,-0.52,1.00
96969,-0.52,1.00
97492,-0.47,0.85
97975,-0.47,1.00
