Time,Current,Voltage
0,-25.30,1.68
498,-25.30,1.45
998,-25.30,1.45
1498,-25.30,1.45
1998,-25.30,1.45
2498,-25.30,1.45
2998,-25.30,1.37
3498,-25.30,1.37
3998,-25.30,1.37
4498,-25.30,1.37
4998,-25.30,1.29
5497,-25.30,1.29
5998,-25.30,1.29
6498,-25.30,1.29
6997,-25.30,1.29
7498,-25.30,1.29
7998,-25.30,1.29
8498,-25.30,1.29
8998,-25.30,1.29
9498,-25.30,1.29
9998,-25.30,1.29
10497,-25.30,1.29
10997,-25.30,1.29
11497,-25.30,1.29
11997,-25.30,1.29
12497,-25.30,1.29
12997,-25.30,1.29
13499,-25.30,1.29
13995,-25.30,1.29
14497,-25.30,1.29
14998,-25.30,1.29
15498,-25.30,1.29
16000,-25.30,1.29
16499,-25.30,1.29
16999,-25.30,1.29
17498,-25.30,1.29
17997,-25.30,1.29
18497,-25.30,1.29
18997,-25.30,1.29
19497,-25.30,1.29
19997,-25.30,1.29
20499,-25.30,1.29
20999,-25.30,1.29
21499,-25.30,1.29
21996,-25.30,1.29
22497,-25.30,1.29
22996,-25.30,1.29
23499,-25.30,1.29
23999,-25.30,1.29
24498,-25.30,1.29
24998,-25.30,1.29
25499,-25.30,1.29
25999,-25.30,1.29
26499,-25.30,1.29
26999,-25.30,24.52
27498,-25.30,24.52
27999,-25.30,24.52
28499,-25.30,24.52
28998,-25.30,24.52
29499,-25.30,24.52
29996,-25.30,24.52
30497,-25.30,24.52
30997,-25.30,24.52
31497,-25.30,24.52
31997,-25.30,24.52
32496,-25.30,24.52
32999,-25.30,24.60
33497,-25.30,24.60
33999,-25.30,24.60
34499,-25.30,24.60
34999,-25.30,24.68
35496,-25.30,24.68
35995,-25.30,24.68
36497,-25.30,24.68
36997,-25.30,24.68
37497,-25.30,24.68
37996,-25.30,24.68
38497,-25.30,24.68
38996,-25.30,24.68
39496,-25.30,24.68
39996,-25.30,24.68
40499,-25.30,24.68
40998,-25.30,24.68
41498,-25.30,24.68
41998,-25.30,24.68
42498,-25.30,24.68
43000,-25.30,24.68
43499,-25.30,24.68
43996,-25.30,24.68
44496,-25.30,24.68
44998,-25.30,24.68
45499,-25.30,24.68
45996,-25.30,24.68
46497,-25.30,24.68
46996,-25.30,24.68
47496,-25.30,24.68
47998,-25.30,24.68
48498,-25.30,24.68
48998,-25.30,24.68
49499,-25.30,24.68
49999,-25.30,24.68
50499,-25.30,24.75
50999,-25.30,24.75
51497,-25.30,24.75
51997,-25.30,24.75
52496,-25.30,24.75
52999,-25.30,1.45
53499,-25.30,1.45
53998,-25.30,1.45
54498,-25.30,1.45
54998,-25.30,1.37
55499,-25.30,1.37
55999,-25.30,1.37
56496,-25.30,12.43
56996,-25.30,12.43
57496,-25.30,12.43
57999,-25.30,12.43
58499,-25.30,12.43
58999,-25.30,12.43
59499,-25.30,12.43
59999,-25.30,12.43
60498,-25.30,12.43
60998,-25.30,12.43
61496,-25.30,12.43
61998,-25.30,12.43
62498,-25.30,12.43
62998,-25.30,12.43
63498,-25.30,12.43
63998,-25.30,12.43
64498,-25.30,12.43
64998,-25.30,12.43
65499,-25.30,12.43
65996,-25.30,12.43
66497,-25.30,12.43
66996,-25.30,12.43
67496,-25.30,12.43
67996,-25.30,12.43
68496,-25.30,12.43
68999,-25.30,12.43
69498,-25.30,12.43
69998,-25.30,12.43
70499,-25.30,12.43
70996,-25.30,12.43
71496,-25.30,12.43
71996,-25.30,12.43
72496,-25.30,1.45
72996,-25.30,1.45
73496,-25.30,1.45
73998,-25.30,1.45
74498,-25.30,1.45
74997,-25.30,1.45
