Time,Current,Voltage
0,23.89,0.85
487,23.89,0.85
970,23.89,0.85
1493,23.89,0.85
1975,23.89,0.85
2498,23.89,0.85
2981,23.89,0.85
3464,23.89,0.85
3987,23.89,0.85
4470,23.89,0.85
4992,23.89,0.85
5467,23.89,0.85
5990,23.89,0.85
6473,23.89,0.85
6996,23.89,0.85
7478,23.89,0.85
7960,23.89,0.85
8483,23.89,0.85
8966,23.89,0.85
9489,23.89,0.85
9972,23.89,0.85
10499,23.89,0.85
10982,23.89,0.85
11465,23.89,0.85
11986,23.89,0.85
12469,23.89,0.85
12992,23.89,0.85
13474,23.89,0.85
13997,23.89,0.85
14479,23.89,0.85
14961,23.89,0.85
15465,23.89,0.85
15988,23.89,0.85
16470,23.89,0.85
16993,23.89,0.85
17476,23.89,0.85
17999,23.89,0.85
18482,23.89,0.85
18964,23.89,0.85
19487,23.89,0.85
19969,23.89,0.85
20495,23.89,0.85
20977,23.89,0.85
21500,23.89,0.85
21982,23.89,0.85
22463,23.89,0.85
22986,23.89,0.85
23468,23.89,0.85
23989,23.89,0.85
24472,23.89,0.85
24995,23.89,0.85
25482,23.89,0.85
25965,23.89,0.85
26488,23.89,0.85
26971,23.89,0.85
27492,23.89,0.85
27975,23.89,0.85
28498,23.89,0.85
28981,23.89,0.85
29464,23.89,0.85
29986,23.89,0.85
30489,23.89,0.85
30972,23.89,0.85
31493,23.89,0.85
31976,23.89,0.85
32499,23.89,0.85
32981,23.89,0.85
33463,23.89,0.85
33986,23.89,0.77
34468,23.89,0.85
34991,23.89,0.85
35478,23.89,0.85
35961,23.89,0.85
36483,23.89,0.85
36966,23.89,0.85
37489,23.89,0.85
37972,23.89,0.85
38495,23.89,0.85
38978,23.89,0.85
39460,23.89,0.85
39983,23.89,0.85
40468,23.89,0.85
40991,23.89,0.85
41474,23.89,0.85
41997,23.89,0.85
42479,23.89,0.85
42960,23.89,0.85
43483,23.89,0.85
43966,23.89,0.85
44488,23.89,0.85
44970,23.89,0.85
45473,23.89,0.85
45997,23.89,0.85
46479,23.89,0.85
46962,23.89,0.85
47485,23.89,0.85
47968,23.89,0.85
48489,23.89,0.85
48971,23.89,0.85
49494,23.89,0.85
49976,23.89,0.85
50463,23.89,0.85
50986,23.89,0.85
51469,0.36,0.85
51992,0.36,0.85
52474,0.36,0.85
52997,0.25,0.85
53480,0.36,0.85
53963,0.36,0.85
54485,0.36,0.85
54967,0.36,0.85
55492,0.36,0.85
55975,0.36,0.85
56497,0.25,0.85
56980,0.36,0.85
57463,0.36,0.85
57986,0.36,0.85
58469,0.36,0.85
58991,0.36,0.85
59473,0.36,0.85
59996,0.36,0.85
60498,0.36,0.85
60981,0.36,0.85
61464,0.36,0.85
61987,0.36,0.85
62469,0.36,0.85
62992,0.36,0.85
63475,0.31,0.85
63998,0.36,0.85
64481,0.36,0.85
64964,0.36,0.85
65489,0.36,0.85
65972,0.36,0.85
66495,0.36,0.85
66977,0.25,0.85
67500,0.36,0.85
67982,0.36,0.85
68464,0.36,0.85
68987,0.36,0.85
69470,0.36,0.85
69993,0.36,0.85
70478,0.31,0.85
70961,0.36,0.85
71483,0.31,0.85
71966,0.36,0.85
72488,0.36,0.85
72971,0.31,0.85
73493,0.36,0.85
73976,0.36,0.85
74500,0.36,0.85
74981,0.36,0.85
75484,0.36,0.85
75966,0.31,0.85
76489,0.36,0.85
76971,0.36,0.85
77493,0.36,0.85
77976,0.36,0.85
78499,0.36,0.85
78982,0.36,0.85
79465,0.36,0.85
79987,0.36,0.85
80472,0.36,0.85
80995,0.31,0.85
81478,0.25,0.85
81960,0.36,0.85
82483,0.36,0.85
82965,0.36,0.85
83488,0.36,0.85
83971,0.36,0.85
84493,0.36,0.85
84976,0.36,0.85
85477,0.25,0.85
86000,0.36,0.85
86482,0.36,0.85
86965,0.36,0.85
87488,0.36,0.85
87971,0.36,0.85
88492,0.36,0.85
88975,0.36,0.85
89498,0.36,0.85
89981,0.36,0.85
90480,0.36,0.85
90963,0.36,0.85
91486,0.36,0.85
91969,0.36,0.85
92491,0.36,0.85
92974,0.36,0.85
93496,0.36,0.85
93979,0.36,0.85
94461,0.36,0.85
94984,0.31,0.85
95480,0.31,0.85
95963,0.36,0.85
96485,0.36,0.85
96968,0.36,0.85
97491,0.36,0.85
97973,0.36,0.85
