Time,Current,Voltage
0,23.89,1.00
487,23.89,0.85
970,23.89,0.77
1492,23.89,0.77
1975,23.89,1.00
2498,23.89,0.85
2981,23.89,0.85
3463,23.89,0.85
3986,23.89,1.00
4468,23.89,1.00
4990,23.89,1.00
5475,23.89,0.77
5998,23.89,1.00
6481,23.89,0.85
6962,23.89,0.85
7485,23.89,1.00
7968,23.89,0.85
8491,23.89,0.85
8973,23.89,1.00
9496,23.89,1.00
9978,23.89,0.77
10464,23.89,0.85
10986,23.89,0.85
11469,23.89,1.00
11992,23.89,1.00
12475,23.89,0.85
12998,23.89,1.00
13480,23.89,0.77
13962,23.89,0.85
14485,23.89,0.85
14968,23.89,0.85
15470,23.89,0.85
15993,23.89,0.85
16476,23.89,1.00
16997,23.89,0.85
17480,23.89,0.85
17963,23.89,0.77
18486,23.89,0.77
18969,23.89,1.00
19492,23.89,1.00
19975,23.89,0.85
20461,23.89,0.85
20984,23.89,0.77
21466,23.89,0.85
21990,23.89,1.00
22472,23.89,0.85
22995,23.89,1.00
23478,23.89,0.77
23961,23.89,0.77
24484,23.89,1.00
24966,23.89,0.85
25492,23.89,0.77
25975,23.89,0.85
26497,23.89,0.85
26980,23.89,0.85
27463,23.89,0.77
27986,23.89,1.00
28468,23.89,1.00
28990,23.89,0.85
29473,23.89,0.85
29996,23.89,0.85
30499,23.89,0.85
30983,23.89,0.77
31465,23.89,0.85
31988,23.89,1.00
32471,23.89,1.00
32994,23.89,1.00
33477,23.89,1.00
33999,23.89,0.85
34482,23.89,1.00
34964,23.89,0.85
35490,23.89,0.85
35973,23.89,1.00
36495,23.89,1.00
36978,23.89,0.77
37460,23.89,0.77
37984,23.89,1.00
38466,23.89,0.77
38989,23.89,1.00
39472,23.89,0.77
39995,23.89,0.85
40481,23.89,0.77
40964,23.89,0.77
41487,23.89,1.00
41969,23.89,1.00
42493,23.89,0.85
42975,23.89,0.77
43498,23.89,0.85
43981,23.89,0.77
44463,23.89,0.85
44986,23.89,0.77
45488,23.89,0.85
45971,23.89,1.00
46494,23.89,0.77
46976,23.89,0.85
