Time,Current,Voltage
0,23.89,1.00
478,23.89,0.85
961,23.89,0.77
1485,23.89,0.85
1967,23.89,1.00
2490,23.89,1.00
2972,23.89,1.00
3494,23.89,0.77
3977,23.89,0.85
4499,23.89,0.77
4982,23.89,1.00
5487,23.89,1.00
5970,23.89,1.00
6493,23.89,1.00
6975,23.89,0.85
7498,23.89,0.85
7981,23.89,0.85
8462,23.89,1.00
8985,23.89,0.77
9467,23.89,0.85
9989,23.89,0.85
10469,23.89,0.77
10992,23.89,1.00
11475,23.89,0.85
11997,23.89,1.00
12480,23.89,1.00
12962,23.89,1.00
13484,23.89,0.77
13966,23.89,0.77
14489,23.89,0.77
14971,23.89,0.77
15467,23.89,0.85
15990,23.89,1.00
16472,23.89,0.85
16996,23.89,1.00
17478,23.89,0.85
17961,23.89,0.85
18484,23.89,1.00
18967,23.89,0.85
19489,23.89,1.00
19972,23.89,0.85
20491,23.89,0.77
20974,23.89,1.00
21497,23.89,0.77
21979,23.89,0.85
22462,23.89,0.77
22985,23.89,1.00
23468,23.89,1.00
23990,23.89,0.85
24473,23.89,1.00
24996,23.89,1.00
25474,23.89,0.85
25998,23.89,0.85
26481,23.89,0.77
26964,23.89,0.85
27485,23.89,0.85
27968,23.89,1.00
28491,23.89,1.00
28974,23.89,0.77
29496,23.89,0.85
29979,23.89,0.77
30474,23.89,1.00
30997,23.89,1.00
31480,23.89,1.00
31963,23.89,1.00
32485,23.89,1.00
32968,23.89,0.77
33491,23.89,0.85
33973,23.89,0.85
34496,23.89,0.85
34978,23.89,1.00
35497,23.89,1.00
35980,23.89,0.77
36462,23.89,1.00
36985,23.89,0.77
37468,23.89,0.77
37990,23.89,1.00
38473,23.89,1.00
38995,23.89,0.85
39478,23.89,1.00
39961,23.89,0.77
40478,23.89,1.00
40961,23.89,0.77
41484,23.89,0.85
41967,23.89,0.85
42490,23.89,1.00
42972,23.89,1.00
43495,23.89,0.77
43978,23.89,0.85
44460,23.89,0.85
44983,23.89,0.85
45477,23.89,1.00
45960,23.89,0.85
46483,23.89,0.85
46966,23.89,0.85
47487,23.89,0.85
47970,23.89,1.00
48492,23.89,0.77
48973,23.89,0.85
49496,23.89,0.77
49979,23.89,0.85
50497,23.89,0.85
50980,23.89,0.77
51463,23.89,0.85
51986,23.89,1.00
52468,23.89,0.85
52991,23.89,0.77
53473,23.89,1.00
53996,23.89,0.85
54478,23.89,0.77
54962,23.89,1.00
55480,23.89,0.85
55963,23.89,0.85
56486,23.89,0.85
56969,23.89,1.00
57492,23.89,0.77
57974,23.89,0.85
58497,23.89,1.00
58979,23.89,0.77
59462,23.89,1.00
59985,23.89,1.00
60480,23.89,0.85
60963,23.89,1.00
61486,23.89,0.85
61969,23.89,0.77
62492,23.89,0.85
62975,23.89,0.77
63498,23.89,1.00
63981,23.89,0.85
64463,23.89,1.00
64986,23.89,0.77
65463,23.89,1.00
65986,23.89,0.77
66469,23.89,1.00
66991,23.89,0.77
67473,23.89,1.00
67996,23.89,1.00
68478,23.89,0.85
68961,23.89,1.00
69484,23.89,1.00
69966,23.89,0.85
70486,23.89,1.00
70969,23.89,0.85
71491,23.89,1.00
71974,23.89,0.77
72497,23.89,1.00
72979,23.89,0.77
73461,23.89,0.85
73984,23.89,1.00
74467,23.89,0.85
74990,23.89,0.85
75481,23.89,0.77
75964,23.89,0.77
76487,23.89,0.85
76970,23.89,0.85
77492,23.89,1.00
77975,23.89,0.85
78497,23.89,0.85
78980,23.89,0.85
79462,23.89,1.00
79985,23.89,0.85
80475,23.89,0.85
80998,23.89,1.00
81480,23.89,0.77
81963,23.89,0.85
82485,23.89,1.00
82968,23.89,1.00
83491,23.89,1.00
83974,23.89,0.85
84497,23.89,0.85
84980,23.89,1.00
85470,23.89,1.00
85993,23.89,0.85
86476,23.89,0.85
86998,23.89,1.00
87481,23.89,0.77
87964,23.89,0.85
88487,23.89,0.85
88970,23.89,0.77
89493,23.89,1.00
89976,23.89,1.00
90465,23.89,0.77
90989,23.89,0.85
91472,23.89,1.00
91994,23.89,1.00
92477,23.89,0.85
93000,23.89,0.77
93482,23.89,1.00
93965,23.89,1.00
94487,23.89,0.85
94970,23.89,0.85
95499,23.89,0.85
95981,23.89,0.85
96464,23.89,0.77
96986,23.89,0.85
97468,23.89,1.00
97991,23.89,0.77
98474,23.89,1.00
98996,23.89,1.00
99479,23.89,0.77
99962,23.89,0.85
100495,23.89,0.85
100978,23.89,1.00
101460,23.89,1.00
101982,23.89,0.85
102465,23.89,0.85
102988,23.89,0.77
103470,23.89,0.77
103992,23.89,1.00
104475,23.89,1.00
104997,23.89,0.77
105487,23.89,0.77
105970,23.89,1.00
106493,23.89,0.77
106975,23.89,0.77
107498,23.89,1.00
107981,23.89,0.77
108463,23.89,0.77
108987,23.89,0.85
109469,23.89,0.85
109992,23.89,0.77
110481,23.89,0.85
110964,23.89,1.00
111487,23.89,1.00
111970,23.89,1.00
112492,23.89,0.77
112975,23.89,0.85
113498,23.89,0.85
113980,23.89,0.85
114463,23.89,0.85
114986,23.89,1.00
