Time,Current,Voltage
0,-0.41,11.85
484,-0.46,11.85
967,-0.51,11.85
1489,3.28,11.46
1972,1.62,11.46
2494,0.74,11.46
2975,0.28,11.54
3497,2.04,11.62
3980,1.67,11.62
4462,0.88,11.38
4985,1.94,11.46
5462,0.19,11.62
5985,1.20,11.54
6468,0.83,11.46
6991,1.48,11.69
7473,1.02,11.54
7997,1.16,11.54
8478,1.85,11.62
8961,1.16,11.62
9483,1.25,11.30
9966,1.16,11.62
10483,0.65,11.54
10966,0.60,11.46
11488,0.42,11.54
11970,0.51,11.62
12493,2.22,11.69
12975,0.83,11.69
13498,2.04,11.62
13980,2.45,11.54
14463,1.80,11.38
14985,0.56,11.54
15464,1.11,11.69
15987,0.51,11.38
16470,0.00,11.77
16993,-0.46,11.85
17475,-0.46,11.85
17998,-0.46,11.85
18480,-0.46,11.85
18963,-0.46,11.85
19486,-0.46,11.85
19968,-0.51,11.85
20485,-0.51,11.85
20967,-0.51,11.85
21489,-0.51,11.85
21972,-0.51,11.85
22494,-0.51,11.85
22977,-0.51,11.85
23500,-0.51,11.85
23982,-0.51,11.85
24465,-0.51,11.85
24987,-0.51,11.85
25464,-0.51,11.85
25987,-0.51,11.85
26470,-0.51,11.85
26993,-0.51,11.85
27476,-0.51,11.85
27999,-0.51,11.85
28482,-0.51,11.85
28964,-0.51,11.85
29487,-0.51,11.85
29969,-0.51,11.85
30488,-0.51,11.85
30972,-0.46,11.85
31494,-0.46,11.85
31977,-0.46,11.85
32499,-0.46,11.85
32982,-0.51,11.85
33465,-0.51,11.85
33988,-0.46,11.85
34471,-0.46,11.85
34994,-0.46,11.85
35470,-0.46,11.85
35993,-0.46,11.85
36477,-0.46,11.85
36998,-0.46,11.85
37481,-0.46,11.85
37963,-0.46,11.85
38486,-0.46,11.85
38969,-0.46,11.85
39491,-0.46,11.85
39974,-0.46,11.85
40492,-0.46,11.85
40975,-0.46,11.85
41498,-0.46,11.85
41981,-0.46,11.85
42463,-0.46,11.85
42986,-0.46,11.85
43468,-0.51,11.85
43991,-0.51,11.85
44473,-0.51,11.85
44994,-0.51,11.85
45475,-0.51,11.85
45998,-0.51,11.85
46481,-0.51,11.85
46963,-0.51,11.85
47486,-0.51,11.85
47968,-0.51,11.85
48491,-0.51,11.85
48974,-0.51,11.85
49496,-0.51,11.85
49979,-0.51,11.85
50498,-0.51,11.85
50981,-0.51,11.85
51463,-0.51,11.85
51986,-0.51,11.85
52468,-0.51,11.85
52991,-0.51,11.85
53474,-0.51,11.85
53996,-0.51,11.85
54479,-0.51,11.85
54962,-0.51,11.85
55481,-0.51,11.85
55964,-0.51,11.85
56486,-0.51,11.85
56969,-0.51,11.85
57492,-0.51,11.85
57975,-0.51,11.85
58497,-0.51,11.85
58980,-0.51,11.85
59462,-0.51,11.85
59985,-0.51,11.85
60461,-0.51,11.85
60984,-0.51,11.85
61467,-0.51,11.85
61990,-0.51,11.85
62472,-0.51,11.85
62996,-0.51,11.85
63479,-0.51,11.85
63961,-0.51,11.85
64484,-0.51,11.85
64967,-0.51,11.85
65484,-0.51,11.85
65966,-0.51,11.85
66490,-0.51,11.85
66973,-0.51,11.85
67496,-0.51,11.85
67979,-0.51,11.85
68461,-0.51,11.85
68984,-0.51,11.85
69467,-0.51,11.85
69990,-0.51,11.85
