Time,Current,Voltage
0,-0.05,11.85
280,-0.05,11.85
562,-0.05,11.85
884,-0.05,11.85
1166,-0.05,11.85
1488,-0.05,11.85
1769,-0.05,11.85
2091,-0.05,11.85
2373,-0.05,11.85
2695,-0.05,11.85
2977,-0.05,11.85
3298,-0.05,11.85
3579,1.90,11.62
3861,2.07,11.54
4183,1.40,11.54
4465,3.22,11.46
4787,4.03,11.38
5142,4.16,11.38
5384,4.16,11.38
5666,3.86,11.38
5987,3.56,11.38
6270,3.31,11.38
6592,2.71,11.38
6873,2.20,11.30
7195,0.97,11.30
7477,0.50,11.30
7799,0.76,11.30
8081,3.18,11.30
8362,4.11,11.30
8685,4.07,11.30
8966,3.90,11.30
9288,3.69,11.30
9570,3.60,11.30
9892,3.99,11.30
10169,4.33,11.30
10491,5.09,11.30
10773,5.51,11.30
11095,5.77,11.30
11377,5.81,11.30
11698,5.81,11.30
11980,5.81,11.30
12262,5.77,11.30
12584,5.77,11.30
12866,5.73,11.30
13187,5.68,11.30
13470,5.68,11.30
13792,5.64,11.30
14073,5.60,11.30
14396,5.51,11.30
14677,5.51,11.30
14999,5.47,11.30
15274,5.56,11.30
15596,5.56,11.30
15878,5.51,11.30
16160,5.51,11.30
16482,5.56,11.30
16764,5.51,11.30
17086,5.56,11.30
17367,5.51,11.30
17689,5.56,11.30
17971,5.60,11.30
18293,5.73,11.30
18575,5.81,11.30
18897,5.81,11.30
19179,5.85,11.30
19461,5.90,11.30
19783,5.81,11.30
20140,5.77,11.30
20382,5.73,11.30
20664,5.73,11.30
20986,5.73,11.30
21268,5.81,11.30
21590,5.94,11.30
21872,5.98,11.30
22194,5.98,11.22
22476,5.98,11.22
22798,5.98,11.22
23080,6.02,11.22
23362,6.02,11.22
23684,6.11,11.22
23966,6.11,11.22
24287,6.11,11.22
24569,6.11,11.22
24891,6.11,11.22
25165,6.15,11.22
25487,6.15,11.22
25769,6.15,11.22
26091,6.15,11.22
26374,6.15,11.22
26696,6.15,11.22
26977,6.15,11.22
27299,6.11,11.22
27581,6.02,11.22
27863,6.07,11.22
28185,6.07,11.22
28467,6.07,11.22
28789,6.02,11.22
29071,6.02,11.22
29393,6.02,11.22
29675,6.02,11.22
29997,6.02,11.22
30274,6.02,11.22
30596,5.98,11.22
30878,5.94,11.22
31160,5.90,11.22
31482,5.85,11.22
31763,5.85,11.22
32085,5.90,11.22
32368,5.94,11.22
32689,5.94,11.22
32971,5.90,11.22
33293,5.90,11.22
33575,5.90,11.22
33897,5.85,11.22
34179,5.85,11.22
34461,5.85,11.22
34783,5.85,11.22
35141,5.81,11.22
35383,5.85,11.22
35665,5.81,11.22
35988,5.85,11.22
36269,5.85,11.22
36591,5.85,11.22
36873,5.81,11.22
37195,5.60,11.22
37477,4.79,11.22
37799,3.82,11.22
38081,3.35,11.22
38362,3.14,11.22
38684,2.97,11.22
38966,3.01,11.22
39288,3.18,11.22
39570,3.31,11.22
39892,3.48,11.22
40167,3.52,11.22
40489,3.73,11.22
40771,3.90,11.22
41093,4.03,11.22
41375,3.77,11.22
41697,3.35,11.22
41979,3.01,11.22
42261,2.80,11.22
42583,2.58,11.22
42865,2.46,11.22
43187,2.41,11.22
43469,2.33,11.22
43791,2.29,11.22
44072,2.33,11.22
44394,2.33,11.22
44676,2.33,11.22
44998,2.33,11.22
45276,2.29,11.22
45599,2.33,11.22
45880,2.29,11.22
46163,2.29,11.22
46484,2.24,11.22
46767,2.24,11.22
47089,2.29,11.22
47370,2.37,11.22
47692,2.33,11.22
47974,2.29,11.22
48296,2.16,11.22
48578,2.16,11.22
48860,2.20,11.22
49182,2.33,11.22
49464,2.29,11.22
49785,2.33,11.22
50143,2.33,11.22
50385,2.20,11.22
50667,2.20,11.22
50989,2.29,11.22
51271,2.41,11.22
51592,2.29,11.22
51874,2.24,11.22
52197,2.29,11.22
52478,2.41,11.22
52760,2.88,11.22
53082,3.52,11.22
53364,3.73,11.22
53685,3.99,11.22
53966,4.28,11.22
54289,4.41,11.22
54571,4.45,11.22
54893,4.41,11.22
55171,4.37,11.22
55493,4.33,11.22
55776,4.33,11.22
56097,4.28,11.22
56378,4.24,11.22
56660,4.28,11.22
56982,4.33,11.22
57264,4.37,11.22
57586,4.33,11.22
57868,4.37,11.22
58190,4.37,11.22
58472,4.41,11.22
58793,4.45,11.22
59075,4.58,11.22
59398,4.66,11.22
59679,4.71,11.22
59961,4.75,11.22
60279,4.79,11.22
60561,4.79,11.22
60883,4.75,11.22
61164,4.71,11.22
61487,4.75,11.22
61768,4.83,11.22
62090,4.96,11.22
62372,5.00,11.22
62694,5.09,11.22
62976,5.09,11.22
63298,5.09,11.22
63580,5.09,11.22
63862,5.05,11.22
64184,5.05,11.22
64466,5.00,11.22
64788,4.96,11.22
65144,4.96,11.22
65386,4.92,11.22
65668,4.96,11.22
65990,4.96,11.22
66271,5.05,11.22
66593,5.09,11.22
66875,5.00,11.22
67197,5.00,11.22
67479,4.96,11.22
67761,5.05,11.22
68083,5.00,11.22
68364,5.00,11.22
68686,5.13,11.22
68968,5.09,11.22
69290,5.00,11.22
69572,4.41,11.22
69894,3.52,11.22
70171,3.14,11.22
70493,2.58,11.22
70775,2.46,11.22
71097,2.33,11.22
71379,2.24,11.22
71661,2.24,11.22
71983,2.41,11.22
72264,2.33,11.22
72586,2.29,11.22
72868,2.29,11.22
73190,2.20,11.22
73472,2.20,11.22
73794,2.16,11.22
74076,2.12,11.22
74398,2.16,11.22
74680,2.20,11.22
74962,1.06,11.22
75277,0.63,11.22
75599,0.29,11.22
75881,0.21,11.22
76162,0.21,11.22
76485,0.21,11.22
